service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
4494,0,0,0,0,0,1,1,20211213,20220214
6646,1,1,1,1,1,0,1,20211213,20220217
4312,0,1,1,1,1,1,1,20211201,20211212
3367,0,1,1,1,1,0,1,20211201,20211211
6685,1,1,1,1,1,1,1,20211119,20211130
6684,0,0,1,0,0,0,0,20220106,20220217
6687,1,1,0,1,1,1,1,20211213,20220216
4254,1,1,1,1,1,1,0,20211214,20220217
4806,1,1,1,1,1,1,1,20211119,20211130
5532,0,1,1,1,1,1,1,20211201,20211212
5533,1,1,1,0,0,0,0,20220215,20220217
5530,1,1,1,1,1,1,1,20211213,20220214
1520,0,0,0,0,1,0,0,20220108,20220212
6632,1,1,1,1,0,1,1,20211213,20220217
509,0,0,0,1,0,0,0,20211224,20211231
1034,0,0,0,0,1,0,0,20211120,20211211
6590,1,1,1,1,0,1,1,20211119,20211212
6592,1,1,1,1,1,1,1,20211213,20220217
6610,0,0,1,1,0,0,0,20220210,20220211
2782,1,1,1,0,0,0,0,20220215,20220217
6611,1,1,1,1,1,1,1,20211213,20220214
1405,0,0,0,0,1,0,0,20211218,20220212
1406,0,0,0,0,0,1,0,20211219,20220102
1403,0,0,0,0,0,0,1,20211213,20220214
1402,0,0,0,0,0,1,0,20220109,20220124
1410,1,1,1,1,0,0,0,20211214,20220211
1401,1,1,1,1,0,0,0,20211201,20211210
6582,0,0,0,0,1,0,0,20211218,20220217
6585,0,0,0,0,0,0,1,20211213,20220214
6587,1,1,1,1,0,0,0,20211201,20211210
6586,1,1,1,1,0,0,0,20211214,20220211
6584,0,0,0,0,0,1,0,20220109,20220123
