car_id,car_type,car_class,number_seat_first_class,number_seat_second_class,train_id
5474,VTU,B,0,88,898
5475,VU,A,58,0,898
5476,VU,B,0,88,898
5477,VTU,B,0,88,898
5478,VU,B,0,88,898
5479,VU,B,0,88,899
5480,VU,A,58,0,899
5481,VTU,A,58,0,899
5482,VTU,B,0,88,899
5483,VTU,A,58,0,900
5484,VU,A,58,0,900
5485,VTU,A,58,0,900
5486,VU,A,58,0,900
5487,VU,B,0,88,901
5488,VU,B,0,88,901
5489,VTU,A,58,0,901
5490,VU,A,58,0,901
5491,VTU,A,58,0,901
5492,VU,B,0,88,901
5493,VU,B,0,88,902
5494,VU,A,58,0,902
5495,VTU,A,58,0,902
5496,VTU,A,58,0,902
5497,VTU,B,0,88,903
5498,VU,A,58,0,903
5499,VTU,A,58,0,903
5500,VU,A,58,0,903
5501,VTU,B,0,88,904
5502,VU,A,58,0,904
5503,VU,A,58,0,904
5504,VTU,B,0,88,904
5505,VTU,B,0,88,904
5506,VTU,B,0,88,905
5507,VU,A,58,0,905
5508,VU,A,58,0,905
5509,VTU,B,0,88,905
5510,VU,A,58,0,905
5511,VTU,A,58,0,905
5512,VTU,A,58,0,905
5513,VU,A,58,0,906
5514,VU,A,58,0,906
5515,VTU,A,58,0,906
5516,VU,B,0,88,906
5517,VU,B,0,88,906
5518,VTU,B,0,88,906
5519,VTU,A,58,0,907
5520,VTU,B,0,88,907
5521,VTU,B,0,88,907
5522,VTU,B,0,88,907
5523,VU,B,0,88,908
5524,VTU,B,0,88,908
5525,VU,A,58,0,908
5526,VTU,A,58,0,908
5527,VU,B,0,88,908
5528,VTU,A,58,0,908
5529,VTU,A,58,0,908
5530,VTU,A,58,0,908
5531,VU,A,58,0,909
5532,VTU,A,58,0,909
5533,VU,A,58,0,909
5534,VU,A,58,0,909
5535,VU,B,0,88,910
5536,VU,B,0,88,910
5537,VTU,A,58,0,910
5538,VTU,A,58,0,910
5539,VU,A,58,0,911
5540,VTU,B,0,88,911
5541,VTU,B,0,88,911
5542,VU,B,0,88,911
5543,VU,B,0,88,911
5544,VTU,B,0,88,911
5545,VU,B,0,88,911
5546,VU,A,58,0,911
5547,VTU,B,0,88,912
5548,VTU,B,0,88,912
5549,VU,A,58,0,912
5550,VTU,B,0,88,912
5551,VTU,A,58,0,912
5552,VTU,B,0,88,913
5553,VU,B,0,88,913
5554,VTU,B,0,88,913
5555,VTU,B,0,88,913
5556,VTU,B,0,88,914
5557,VU,A,58,0,914
5558,VU,A,58,0,914
5559,VU,A,58,0,914
5560,VTU,A,58,0,914
5561,VU,B,0,88,915
5562,VU,A,58,0,915
5563,VTU,B,0,88,915
5564,VU,A,58,0,915
5565,VU,B,0,88,915
5566,VU,B,0,88,915
5567,VU,A,58,0,916
5568,VU,A,58,0,916
5569,VTU,A,58,0,916
5570,VTU,A,58,0,916
5571,VU,A,58,0,917
5572,VTU,B,0,88,917
5573,VTU,B,0,88,917
5574,VU,A,58,0,917
5575,VU,A,58,0,917
5576,VU,A,58,0,917
5577,VTU,B,0,88,917
5578,VTU,B,0,88,917
5579,VU,A,58,0,918
5580,VTU,B,0,88,918
5581,VTU,A,58,0,918
5582,VTU,B,0,88,918
5583,VU,B,0,88,919
5584,VTU,A,58,0,919
5585,VU,B,0,88,919
5586,VTU,A,58,0,919
5587,VTU,B,0,88,919
5588,VTU,A,58,0,919
5589,VTU,A,58,0,919
5590,VU,B,0,88,919
5591,VU,A,58,0,920
5592,VU,B,0,88,920
5593,VU,B,0,88,920
5594,VU,B,0,88,920
5595,VU,B,0,88,921
5596,VTU,A,58,0,921
5597,VU,B,0,88,921
5598,VTU,B,0,88,921
5599,VTU,B,0,88,922
5600,VTU,A,58,0,922
5601,VU,A,58,0,922
5602,VU,A,58,0,922
5603,VU,A,58,0,923
5604,VTU,A,58,0,923
5605,VU,A,58,0,923
5606,VTU,B,0,88,923
5607,VU,B,0,88,924
5608,VTU,A,58,0,924
5609,VTU,A,58,0,924
5610,VU,A,58,0,924
5611,VU,A,58,0,924
5612,VU,B,0,88,925
5613,VTU,A,58,0,925
5614,VTU,A,58,0,925
5615,VTU,A,58,0,925
5616,VU,A,58,0,925
5617,VTU,A,58,0,925
5618,VTU,A,58,0,926
5619,VTU,A,58,0,926
5620,VU,A,58,0,926
5621,VU,A,58,0,926
5622,VTU,A,58,0,927
5623,VTU,B,0,88,927
5624,VU,A,58,0,927
5625,VTU,A,58,0,927
5626,VTU,A,58,0,927
5627,VTU,A,58,0,927
5628,VTU,A,58,0,927
5629,VTU,A,58,0,928
5630,VU,A,58,0,928
5631,VU,B,0,88,928
5632,VTU,B,0,88,928
5633,VTU,B,0,88,928
5634,VU,B,0,88,928
5635,VU,A,58,0,928
5636,VU,B,0,88,928
5637,VTU,B,0,88,929
5638,VTU,A,58,0,929
5639,VTU,B,0,88,929
5640,VTU,B,0,88,929
5641,VU,A,58,0,929
5642,VU,B,0,88,929
5643,VU,A,58,0,929
5644,VU,B,0,88,930
5645,VU,A,58,0,930
5646,VU,B,0,88,930
5647,VTU,A,58,0,930
5648,VU,A,58,0,930
5649,VTU,B,0,88,930
5650,VU,A,58,0,931
5651,VU,B,0,88,931
5652,VTU,B,0,88,931
5653,VU,B,0,88,931
5654,VU,A,58,0,932
5655,VTU,B,0,88,932
5656,VU,B,0,88,932
5657,VTU,A,58,0,932
5658,VTU,B,0,88,932
5659,VTU,B,0,88,932
5660,VTU,B,0,88,932
5661,VU,A,58,0,932
5662,VTU,A,58,0,933
5663,VU,A,58,0,933
5664,VU,A,58,0,933
5665,VU,A,58,0,933
5666,VU,B,0,88,934
5667,VTU,B,0,88,934
5668,VTU,A,58,0,934
5669,VU,A,58,0,934
5670,VU,A,58,0,935
5671,VU,A,58,0,935
5672,VTU,A,58,0,935
5673,VU,A,58,0,935
5674,VU,A,58,0,935
5675,VTU,A,58,0,935
5676,VTU,B,0,88,935
5677,VU,B,0,88,936
5678,VTU,B,0,88,936
5679,VU,A,58,0,936
5680,VTU,B,0,88,936
5681,VTU,B,0,88,936
5682,VTU,A,58,0,936
5683,VTU,A,58,0,936
5684,VTU,A,58,0,936
5685,VU,B,0,88,937
5686,VU,A,58,0,937
5687,VU,B,0,88,937
5688,VU,A,58,0,937
5689,VU,B,0,88,937
5690,VU,B,0,88,937
5691,VU,B,0,88,938
5692,VU,A,58,0,938
5693,VTU,A,58,0,938
5694,VTU,B,0,88,938
5695,VU,A,58,0,939
5696,VU,B,0,88,939
5697,VTU,A,58,0,939
5698,VTU,A,58,0,939
5699,VU,B,0,88,939
5700,VTU,B,0,88,939
5701,VTU,A,58,0,939
5702,VTU,B,0,88,940
5703,VTU,A,58,0,940
5704,VU,A,58,0,940
5705,VU,A,58,0,940
5706,VU,B,0,88,940
5707,VU,A,58,0,940
5708,VTU,B,0,88,940
5709,VU,A,58,0,940
5710,VTU,B,0,88,941
5711,VTU,A,58,0,941
5712,VTU,B,0,88,941
5713,VTU,B,0,88,941
5714,VTU,A,58,0,941
5715,VTU,B,0,88,941
5716,VU,B,0,88,941
5717,VTU,A,58,0,942
5718,VTU,B,0,88,942
5719,VU,B,0,88,942
5720,VU,B,0,88,942
5721,VTU,A,58,0,942
5722,VTU,A,58,0,942
5723,VU,B,0,88,942
5724,VTU,A,58,0,943
5725,VU,B,0,88,943
5726,VTU,B,0,88,943
5727,VTU,B,0,88,943
5728,VU,A,58,0,943
5729,VTU,A,58,0,943
5730,VU,B,0,88,943
5731,VTU,A,58,0,943
5732,VTU,B,0,88,944
5733,VTU,B,0,88,944
5734,VTU,B,0,88,944
5735,VU,B,0,88,944
5736,VU,B,0,88,945
5737,VTU,A,58,0,945
5738,VTU,A,58,0,945
5739,VTU,A,58,0,945
5740,VTU,A,58,0,945
5741,VU,B,0,88,945
5742,VU,A,58,0,945
5743,VTU,B,0,88,946
5744,VU,A,58,0,946
5745,VU,A,58,0,946
5746,VTU,A,58,0,946
5747,VTU,A,58,0,946
5748,VU,A,58,0,947
5749,VTU,A,58,0,947
5750,VTU,B,0,88,947
5751,VTU,B,0,88,947
5752,VTU,B,0,88,947
5753,VTU,A,58,0,947
5754,VU,A,58,0,947
5755,VU,B,0,88,947
5756,VTU,B,0,88,948
5757,VU,A,58,0,948
5758,VTU,A,58,0,948
5759,VU,A,58,0,948
5760,VU,A,58,0,949
5761,VU,A,58,0,949
5762,VTU,B,0,88,949
5763,VU,A,58,0,949
5764,VTU,A,58,0,949
5765,VU,B,0,88,949
5766,VU,A,58,0,949
5767,VTU,B,0,88,950
5768,VU,A,58,0,950
5769,VTU,B,0,88,950
5770,VU,A,58,0,950
5771,VTU,A,58,0,950
5772,VTU,A,58,0,950
5773,VTU,B,0,88,951
5774,VU,B,0,88,951
5775,VTU,A,58,0,951
5776,VTU,A,58,0,951
5777,VU,A,58,0,951
5778,VU,A,58,0,951
5779,VU,A,58,0,951
5780,VU,A,58,0,952
5781,VTU,A,58,0,952
5782,VTU,A,58,0,952
5783,VU,A,58,0,952
5784,VTU,A,58,0,952
5785,VTU,A,58,0,952
5786,VTU,A,58,0,952
5787,VU,B,0,88,952
5788,VTU,A,58,0,953
5789,VU,B,0,88,953
5790,VU,B,0,88,953
5791,VTU,A,58,0,953
5792,VU,B,0,88,953
5793,VTU,B,0,88,954
5794,VTU,A,58,0,954
5795,VU,B,0,88,954
5796,VTU,A,58,0,954
5797,VTU,A,58,0,954
5798,VU,B,0,88,954
5799,VU,A,58,0,955
5800,VU,A,58,0,955
5801,VU,B,0,88,955
5802,VU,A,58,0,955
5803,VTU,A,58,0,955
5804,VU,A,58,0,955
5805,VTU,A,58,0,955
5806,VU,A,58,0,956
5807,VU,A,58,0,956
5808,VU,A,58,0,956
5809,VU,B,0,88,956
5810,VU,B,0,88,957
5811,VU,A,58,0,957
5812,VU,B,0,88,957
5813,VU,A,58,0,957
5814,VTU,A,58,0,958
5815,VTU,B,0,88,958
5816,VTU,A,58,0,958
5817,VU,B,0,88,958
5818,VTU,B,0,88,958
5819,VU,A,58,0,958
5820,VTU,B,0,88,959
5821,VTU,B,0,88,959
5822,VTU,A,58,0,959
5823,VU,B,0,88,959
5824,VTU,B,0,88,959
5825,VTU,A,58,0,959
5826,VTU,A,58,0,959
5827,VTU,A,58,0,960
5828,VTU,B,0,88,960
5829,VU,B,0,88,960
5830,VU,B,0,88,960
5831,VU,A,58,0,960
5832,VTU,A,58,0,960
5833,VTU,A,58,0,960
5834,VTU,A,58,0,960
5835,VU,B,0,88,961
5836,VTU,A,58,0,961
5837,VU,A,58,0,961
5838,VTU,A,58,0,961
5839,VU,A,58,0,961
5840,VTU,B,0,88,961
5841,VU,A,58,0,962
5842,VU,B,0,88,962
5843,VU,A,58,0,962
5844,VU,A,58,0,962
5845,VU,B,0,88,962
5846,VTU,B,0,88,962
5847,VU,B,0,88,962
5848,VTU,A,58,0,963
5849,VTU,A,58,0,963
5850,VU,A,58,0,963
5851,VTU,B,0,88,963
5852,VTU,B,0,88,963
5853,VTU,B,0,88,963
5854,VU,A,58,0,963
5855,VTU,A,58,0,964
5856,VTU,B,0,88,964
5857,VU,B,0,88,964
5858,VTU,A,58,0,964
5859,VU,A,58,0,964
5860,VTU,B,0,88,964
5861,VU,B,0,88,964
5862,VU,A,58,0,964
5863,VTU,B,0,88,965
5864,VU,B,0,88,965
5865,VTU,A,58,0,965
5866,VU,B,0,88,965
5867,VTU,A,58,0,965
5868,VTU,B,0,88,965
5869,VTU,B,0,88,965
5870,VU,B,0,88,966
5871,VTU,B,0,88,966
5872,VTU,A,58,0,966
5873,VTU,B,0,88,966
5874,VU,B,0,88,966
5875,VU,B,0,88,966
5876,VU,A,58,0,966
5877,VU,A,58,0,967
5878,VU,B,0,88,967
5879,VTU,B,0,88,967
5880,VU,A,58,0,967
5881,VTU,A,58,0,968
5882,VU,A,58,0,968
5883,VTU,B,0,88,968
5884,VU,B,0,88,968
5885,VU,B,0,88,969
5886,VU,B,0,88,969
5887,VTU,A,58,0,969
5888,VTU,A,58,0,969
5889,VTU,A,58,0,969
5890,VU,B,0,88,969
5891,VU,A,58,0,969
5892,VTU,A,58,0,970
5893,VTU,B,0,88,970
5894,VU,A,58,0,970
5895,VTU,B,0,88,970
5896,VTU,B,0,88,970
5897,VTU,A,58,0,971
5898,VU,B,0,88,971
5899,VTU,A,58,0,971
5900,VU,A,58,0,971
5901,VTU,B,0,88,972
5902,VTU,A,58,0,972
5903,VU,B,0,88,972
5904,VU,A,58,0,972
5905,VU,B,0,88,972
5906,VTU,A,58,0,972
5907,VU,B,0,88,972
5908,VU,B,0,88,973
5909,VTU,B,0,88,973
5910,VU,B,0,88,973
5911,VTU,A,58,0,973
5912,VTU,A,58,0,973
5913,VTU,B,0,88,973
5914,VTU,B,0,88,974
5915,VTU,B,0,88,974
5916,VTU,A,58,0,974
5917,VTU,A,58,0,974
5918,VU,A,58,0,974
5919,VTU,A,58,0,974
5920,VU,A,58,0,974
5921,VTU,B,0,88,975
5922,VU,A,58,0,975
5923,VU,B,0,88,975
5924,VTU,B,0,88,975
5925,VTU,B,0,88,975
5926,VTU,B,0,88,975
5927,VU,A,58,0,975
5928,VU,A,58,0,976
5929,VU,B,0,88,976
5930,VU,B,0,88,976
5931,VU,A,58,0,976
5932,VTU,A,58,0,977
5933,VTU,A,58,0,977
5934,VTU,A,58,0,977
5935,VU,A,58,0,977
5936,VU,A,58,0,978
5937,VU,B,0,88,978
5938,VTU,B,0,88,978
5939,VU,A,58,0,978
5940,VTU,B,0,88,979
5941,VU,A,58,0,979
5942,VTU,A,58,0,979
5943,VTU,A,58,0,979
5944,VU,B,0,88,979
5945,VU,B,0,88,980
5946,VTU,A,58,0,980
5947,VTU,A,58,0,980
5948,VU,A,58,0,980
5949,VU,A,58,0,980
5950,VU,A,58,0,980
5951,VU,B,0,88,980
5952,VTU,A,58,0,981
5953,VU,B,0,88,981
5954,VU,A,58,0,981
5955,VU,B,0,88,981
5956,VTU,B,0,88,981
5957,VTU,B,0,88,981
5958,VTU,A,58,0,981
5959,VU,B,0,88,981
5960,VU,B,0,88,982
5961,VU,B,0,88,982
5962,VU,B,0,88,982
5963,VTU,A,58,0,982
5964,VU,B,0,88,982
5965,VU,B,0,88,982
5966,VTU,B,0,88,982
5967,VU,A,58,0,983
5968,VU,A,58,0,983
5969,VU,A,58,0,983
5970,VU,B,0,88,983
5971,VTU,B,0,88,984
5972,VTU,A,58,0,984
5973,VTU,B,0,88,984
5974,VU,A,58,0,984
5975,VTU,A,58,0,984
5976,VU,B,0,88,985
5977,VTU,B,0,88,985
5978,VU,A,58,0,985
5979,VTU,B,0,88,985
5980,VU,A,58,0,985
5981,VTU,A,58,0,985
5982,VTU,B,0,88,985
5983,VU,A,58,0,986
5984,VU,B,0,88,986
5985,VTU,B,0,88,986
5986,VTU,A,58,0,986
5987,VTU,A,58,0,987
5988,VU,B,0,88,987
5989,VU,B,0,88,987
5990,VTU,B,0,88,987
5991,VU,B,0,88,987
5992,VTU,B,0,88,987
5993,VTU,B,0,88,987
5994,VTU,A,58,0,988
5995,VTU,B,0,88,988
5996,VU,B,0,88,988
5997,VTU,A,58,0,988
5998,VU,B,0,88,988
5999,VU,B,0,88,988
6000,VU,B,0,88,988
6001,VTU,B,0,88,988
6002,VU,A,58,0,989
6003,VU,B,0,88,989
6004,VU,A,58,0,989
6005,VTU,A,58,0,989
6006,VTU,A,58,0,989
6007,VU,A,58,0,989
6008,VU,A,58,0,989
6009,VU,A,58,0,989
6010,VU,B,0,88,990
6011,VU,B,0,88,990
6012,VU,A,58,0,990
6013,VTU,A,58,0,990
6014,VTU,B,0,88,990
6015,VTU,A,58,0,990
6016,VTU,B,0,88,990
6017,VU,A,58,0,990
6018,VTU,B,0,88,991
6019,VU,B,0,88,991
6020,VTU,A,58,0,991
6021,VU,A,58,0,991
6022,VTU,B,0,88,991
6023,VU,B,0,88,992
6024,VTU,B,0,88,992
6025,VTU,B,0,88,992
6026,VU,A,58,0,992
6027,VU,A,58,0,992
6028,VU,B,0,88,992
6029,VTU,A,58,0,992
6030,VTU,A,58,0,993
6031,VU,A,58,0,993
6032,VTU,B,0,88,993
6033,VTU,A,58,0,993
6034,VTU,B,0,88,993
6035,VU,B,0,88,993
6036,VU,A,58,0,994
6037,VTU,B,0,88,994
6038,VU,B,0,88,994
6039,VU,B,0,88,994
6040,VU,A,58,0,994
6041,VU,A,58,0,994
6042,VU,A,58,0,995
6043,VTU,B,0,88,995
6044,VTU,A,58,0,995
6045,VU,B,0,88,995
6046,VU,A,58,0,996
6047,VU,B,0,88,996
6048,VU,A,58,0,996
6049,VU,B,0,88,996
6050,VU,B,0,88,997
6051,VTU,B,0,88,997
6052,VTU,B,0,88,997
6053,VU,A,58,0,997
6054,VTU,B,0,88,997
6055,VU,A,58,0,997
6056,VU,A,58,0,997
6057,VU,A,58,0,997
6058,VTU,A,58,0,998
6059,VTU,B,0,88,998
6060,VTU,B,0,88,998
6061,VTU,B,0,88,998
6062,VTU,B,0,88,999
6063,VTU,A,58,0,999
6064,VU,A,58,0,999
6065,VTU,A,58,0,999
6066,VTU,A,58,0,999
6067,VTU,B,0,88,999
6068,VU,B,0,88,999
6069,VTU,A,58,0,1000
6070,VTU,A,58,0,1000
6071,VU,B,0,88,1000
6072,VU,B,0,88,1000
6073,VTU,A,58,0,1000
6074,VU,A,58,0,1001
6075,VU,B,0,88,1001
6076,VTU,B,0,88,1001
6077,VTU,A,58,0,1001
6078,VTU,B,0,88,1001
6079,VTU,A,58,0,1001
6080,VU,B,0,88,1002
6081,VTU,A,58,0,1002
6082,VTU,A,58,0,1002
6083,VTU,A,58,0,1002
6084,VU,B,0,88,1002
6085,VU,A,58,0,1002
6086,VU,A,58,0,1002
6087,VTU,A,58,0,1002
6088,VTU,A,58,0,1003
6089,VTU,A,58,0,1003
6090,VU,B,0,88,1003
6091,VU,A,58,0,1003
6092,VTU,A,58,0,1004
6093,VU,B,0,88,1004
6094,VU,A,58,0,1004
6095,VU,B,0,88,1004
6096,VU,A,58,0,1005
6097,VU,A,58,0,1005
6098,VTU,A,58,0,1005
6099,VTU,A,58,0,1005
6100,VTU,A,58,0,1005
6101,VU,A,58,0,1006
6102,VTU,B,0,88,1006
6103,VTU,A,58,0,1006
6104,VU,B,0,88,1006
6105,VU,B,0,88,1006
6106,VU,A,58,0,1007
6107,VTU,A,58,0,1007
6108,VTU,A,58,0,1007
6109,VTU,B,0,88,1007
6110,VU,A,58,0,1008
6111,VU,B,0,88,1008
6112,VU,B,0,88,1008
6113,VU,A,58,0,1008
6114,VTU,B,0,88,1008
6115,VTU,A,58,0,1008
6116,VTU,B,0,88,1008
6117,VTU,A,58,0,1008
6118,VTU,B,0,88,1009
6119,VU,A,58,0,1009
6120,VU,B,0,88,1009
6121,VTU,A,58,0,1009
6122,VU,B,0,88,1009
6123,VU,B,0,88,1009
6124,VU,B,0,88,1009
6125,VTU,A,58,0,1010
6126,VU,A,58,0,1010
6127,VU,A,58,0,1010
6128,VU,B,0,88,1010
6129,VU,A,58,0,1010
6130,VTU,A,58,0,1010
6131,VTU,B,0,88,1010
6132,VU,A,58,0,1010
6133,VTU,A,58,0,1011
6134,VU,A,58,0,1011
6135,VU,B,0,88,1011
6136,VTU,A,58,0,1011
6137,VTU,A,58,0,1011
6138,VTU,B,0,88,1012
6139,VTU,B,0,88,1012
6140,VTU,A,58,0,1012
6141,VTU,B,0,88,1012
6142,VTU,A,58,0,1012
6143,VTU,A,58,0,1012
6144,VTU,A,58,0,1013
6145,VTU,B,0,88,1013
6146,VU,A,58,0,1013
6147,VU,A,58,0,1013
6148,VTU,B,0,88,1014
6149,VTU,A,58,0,1014
6150,VU,A,58,0,1014
6151,VU,B,0,88,1014
6152,VU,B,0,88,1014
6153,VU,A,58,0,1014
6154,VU,B,0,88,1014
6155,VU,B,0,88,1015
6156,VU,A,58,0,1015
6157,VTU,B,0,88,1015
6158,VTU,B,0,88,1015
6159,VU,B,0,88,1015
6160,VTU,B,0,88,1016
6161,VTU,A,58,0,1016
6162,VU,A,58,0,1016
6163,VTU,B,0,88,1016
6164,VU,A,58,0,1016
6165,VTU,A,58,0,1016
6166,VU,A,58,0,1016
6167,VU,B,0,88,1016
6168,VTU,A,58,0,1017
6169,VTU,B,0,88,1017
6170,VTU,A,58,0,1017
6171,VTU,A,58,0,1017
6172,VU,B,0,88,1017
6173,VU,B,0,88,1017
6174,VTU,B,0,88,1017
6175,VTU,A,58,0,1017
6176,VU,B,0,88,1018
6177,VTU,A,58,0,1018
6178,VTU,A,58,0,1018
6179,VU,A,58,0,1018
6180,VTU,A,58,0,1018
6181,VU,A,58,0,1018
6182,VU,B,0,88,1018
6183,VU,A,58,0,1018
6184,VU,B,0,88,1019
6185,VTU,B,0,88,1019
6186,VTU,B,0,88,1019
6187,VU,B,0,88,1019
6188,VU,B,0,88,1020
6189,VU,B,0,88,1020
6190,VU,B,0,88,1020
6191,VU,A,58,0,1020
6192,VTU,B,0,88,1020
6193,VU,B,0,88,1020
6194,VU,A,58,0,1020
6195,VTU,B,0,88,1021
6196,VTU,B,0,88,1021
6197,VU,B,0,88,1021
6198,VU,A,58,0,1021
6199,VU,A,58,0,1021
6200,VTU,B,0,88,1021
6201,VTU,A,58,0,1022
6202,VU,A,58,0,1022
6203,VTU,A,58,0,1022
6204,VTU,B,0,88,1022
6205,VTU,B,0,88,1022
6206,VTU,A,58,0,1022
6207,VTU,A,58,0,1022
6208,VTU,A,58,0,1023
6209,VTU,B,0,88,1023
6210,VU,B,0,88,1023
6211,VTU,B,0,88,1023
6212,VTU,A,58,0,1023
6213,VTU,B,0,88,1024
6214,VU,B,0,88,1024
6215,VU,A,58,0,1024
6216,VU,B,0,88,1024
6217,VU,B,0,88,1024
6218,VTU,A,58,0,1024
6219,VU,B,0,88,1024
6220,VTU,B,0,88,1024
6221,VU,B,0,88,1025
6222,VTU,B,0,88,1025
6223,VTU,A,58,0,1025
6224,VTU,B,0,88,1025
6225,VTU,B,0,88,1025
6226,VU,A,58,0,1025
6227,VTU,A,58,0,1025
6228,VU,A,58,0,1026
6229,VTU,B,0,88,1026
6230,VU,A,58,0,1026
6231,VU,B,0,88,1026
6232,VTU,B,0,88,1026
6233,VU,B,0,88,1026
6234,VU,B,0,88,1027
6235,VTU,B,0,88,1027
6236,VTU,B,0,88,1027
6237,VU,A,58,0,1027
6238,VTU,B,0,88,1027
6239,VU,A,58,0,1027
6240,VU,A,58,0,1027
6241,VU,B,0,88,1027
6242,VTU,A,58,0,1028
6243,VU,B,0,88,1028
6244,VU,A,58,0,1028
6245,VU,B,0,88,1028
6246,VU,A,58,0,1028
6247,VU,A,58,0,1029
6248,VTU,B,0,88,1029
6249,VU,B,0,88,1029
6250,VTU,B,0,88,1029
6251,VU,B,0,88,1029
6252,VU,A,58,0,1029
6253,VU,B,0,88,1030
6254,VU,B,0,88,1030
6255,VTU,A,58,0,1030
6256,VTU,A,58,0,1030
6257,VTU,B,0,88,1030
6258,VTU,B,0,88,1030
6259,VU,B,0,88,1031
6260,VU,B,0,88,1031
6261,VU,B,0,88,1031
6262,VTU,A,58,0,1031
6263,VU,B,0,88,1031
6264,VU,A,58,0,1031
6265,VTU,B,0,88,1031
6266,VTU,A,58,0,1031
6267,VTU,A,58,0,1032
6268,VTU,A,58,0,1032
6269,VU,B,0,88,1032
6270,VTU,B,0,88,1032
6271,VTU,B,0,88,1032
6272,VU,B,0,88,1033
6273,VU,A,58,0,1033
6274,VTU,B,0,88,1033
6275,VTU,B,0,88,1033
6276,VU,B,0,88,1033
6277,VTU,A,58,0,1033
6278,VU,B,0,88,1033
6279,VTU,B,0,88,1034
6280,VTU,B,0,88,1034
6281,VU,A,58,0,1034
6282,VTU,B,0,88,1034
6283,VTU,B,0,88,1034
6284,VU,B,0,88,1034
6285,VTU,A,58,0,1035
6286,VTU,B,0,88,1035
6287,VTU,A,58,0,1035
6288,VTU,B,0,88,1035
6289,VTU,A,58,0,1035
6290,VU,A,58,0,1036
6291,VTU,A,58,0,1036
6292,VTU,B,0,88,1036
6293,VU,A,58,0,1036
6294,VTU,B,0,88,1036
6295,VTU,A,58,0,1036
6296,VU,B,0,88,1036
6297,VTU,B,0,88,1037
6298,VTU,B,0,88,1037
6299,VU,B,0,88,1037
6300,VU,B,0,88,1037
6301,VTU,A,58,0,1038
6302,VTU,B,0,88,1038
6303,VTU,B,0,88,1038
6304,VTU,A,58,0,1038
6305,VU,B,0,88,1039
6306,VU,A,58,0,1039
6307,VU,A,58,0,1039
6308,VU,B,0,88,1039
6309,VTU,A,58,0,1039
6310,VU,A,58,0,1039
6311,VU,B,0,88,1039
6312,VTU,A,58,0,1039
6313,VTU,B,0,88,1040
6314,VU,B,0,88,1040
6315,VU,A,58,0,1040
6316,VTU,A,58,0,1040
6317,VU,B,0,88,1041
6318,VTU,A,58,0,1041
6319,VU,A,58,0,1041
6320,VU,B,0,88,1041
6321,VTU,B,0,88,1041
6322,VTU,B,0,88,1042
6323,VTU,A,58,0,1042
6324,VTU,B,0,88,1042
6325,VU,A,58,0,1042
6326,VU,B,0,88,1042
6327,VTU,B,0,88,1042
6328,VU,B,0,88,1043
6329,VU,A,58,0,1043
6330,VTU,B,0,88,1043
6331,VU,A,58,0,1043
6332,VTU,B,0,88,1044
6333,VU,A,58,0,1044
6334,VU,A,58,0,1044
6335,VU,A,58,0,1044
6336,VU,A,58,0,1044
6337,VU,A,58,0,1044
6338,VTU,B,0,88,1045
6339,VU,A,58,0,1045
6340,VU,B,0,88,1045
6341,VU,A,58,0,1045
6342,VTU,A,58,0,1046
6343,VU,B,0,88,1046
6344,VU,A,58,0,1046
6345,VU,B,0,88,1046
6346,VU,A,58,0,1046
6347,VU,B,0,88,1046
6348,VTU,B,0,88,1046
6349,VTU,A,58,0,1047
6350,VTU,A,58,0,1047
6351,VU,B,0,88,1047
6352,VTU,B,0,88,1047
6353,VU,B,0,88,1047
6354,VTU,A,58,0,1048
6355,VTU,A,58,0,1048
6356,VU,A,58,0,1048
6357,VTU,A,58,0,1048
6358,VU,B,0,88,1048
6359,VTU,A,58,0,1048
6360,VTU,A,58,0,1049
6361,VTU,B,0,88,1049
6362,VTU,A,58,0,1049
6363,VTU,B,0,88,1049
6364,VU,A,58,0,1049
6365,VTU,B,0,88,1049
6366,VU,A,58,0,1050
6367,VU,A,58,0,1050
6368,VTU,A,58,0,1050
6369,VTU,A,58,0,1050
6370,VTU,B,0,88,1050
6371,VU,A,58,0,1050
6372,VTU,B,0,88,1051
6373,VU,A,58,0,1051
6374,VU,A,58,0,1051
6375,VTU,B,0,88,1051
6376,VTU,B,0,88,1051
6377,VU,B,0,88,1052
6378,VTU,B,0,88,1052
6379,VU,B,0,88,1052
6380,VU,A,58,0,1052
6381,VTU,A,58,0,1052
6382,VU,B,0,88,1052
6383,VTU,B,0,88,1053
6384,VU,B,0,88,1053
6385,VU,B,0,88,1053
6386,VTU,A,58,0,1053
6387,VTU,A,58,0,1053
6388,VTU,B,0,88,1053
6389,VU,A,58,0,1054
6390,VTU,B,0,88,1054
6391,VU,A,58,0,1054
6392,VU,B,0,88,1054
6393,VU,B,0,88,1054
6394,VTU,B,0,88,1055
6395,VTU,B,0,88,1055
6396,VU,B,0,88,1055
6397,VU,B,0,88,1055
6398,VU,A,58,0,1055
6399,VU,B,0,88,1056
6400,VTU,B,0,88,1056
6401,VTU,B,0,88,1056
6402,VTU,B,0,88,1056
6403,VTU,B,0,88,1056
6404,VTU,B,0,88,1056
6405,VU,A,58,0,1056
6406,VTU,A,58,0,1056
6407,VTU,B,0,88,1057
6408,VU,B,0,88,1057
6409,VTU,B,0,88,1057
6410,VU,B,0,88,1057
6411,VU,A,58,0,1057
6412,VU,B,0,88,1057
