route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
OCE140647,OCESN,"","Cars Bourg-en-Bresse - Chambéry",,3,,,
OCE140641,OCESN,"","Cars Grenoble - Annonay",,3,,,
OCE140642,OCESN,"","Cars Modane - Grenoble",,3,,,
OCE496863,OCESN,"","Cars Grenoble - Aubenas",,3,,,
OCE140643,OCESN,"","Cars Bourg-St-Maurice - Grenoble",,3,,,
OCE140644,OCESN,"","Cars Chambéry - Chamonix",,3,,,
OCE140645,OCESN,"","Cars Chambéry - Annecy - Evians",,3,,,
OCE260844,OCESN,"","Cars Valence - St-Etienne",,3,,,
OCE941884,OCESN,"","Cars Valence - Die",,3,,,
OCE1618111,OCESN,"","Cars Lyon - Lozanne - Paray-Le-Monial",,3,,,
OCE232739,OCESN,"","Cars Lyon St Paul - Lozanne",,3,,,
OCE156701,OCESN,"","Cars Roanne - Lyon",,3,,,
OCE697634,OCESN,"","Cars Lyon - St Etienne",,3,,,
OCE532920,OCESN,"","Montluçon - Guéret",,3,,,
OCE1105901,OCESN,"","[AM21C] BEAUVAIS - ABANCOURT - LE TREPORT / CAR",,3,,,
OCE1105895,OCESN,"","[AM12C] CREIL - ST QUENTIN / CAR",,3,,,
OCE1105899,OCESN,"","[AM20C] CREIL - BEAUVAIS / CAR",,3,,,
OCE1101906,OCESN,"","[AM03C] ST QUENTIN - BUSIGNY / CAR",,3,,,
OCE1101902,OCESN,"","[AM01C] AMIENS - ALBERT / CAR",,3,,,
OCE829852,OCESN,"","Cars Reguliers L 06  (Nantes - Clisson - Cholet)",,3,,,
OCE829858,OCESN,"","Cars Reguliers L 11  (Nantes - St Gilles Croix de Vie)",,3,,,
OCE1381993,OCESN,"","Bus Région Rouen Pont Audemer",,3,,,
OCESN-87705822-87401893,OCESN,"","Pont-Audemer-Gare-SNCF - Rouen-Gare-Routière",,3,,,
OCE637207,OCESN,"","FECAMP BREAUTE ROUTIER REGULIER",,3,,,
OCESN-87444000-87471003,OCESN,"","Caen - Rennes",,3,,,
OCESN-87447680-87471003,OCESN,"","Granville - Rennes",,3,,,
OCE610,OCESN,"","Paris-Vaug. / Dreux / Argentan / Granville",,2,,,
OCESN-87444000-87411017,OCESN,"","Caen - Rouen-Rive-Droite",,3,,,
OCE372847,OCESN,"","Autocars L'Aigle / Surdon / Alençon",,3,,,
OCESN-87444000-87396002,OCESN,"","Caen - Le Mans",,3,,,
OCE372846,OCESN,"","Autocars Argentan / Briouze / Bagnoles / Flers / Vire / Folligny / Granville",,3,,,
OCE1798150,OCESN,"","CAR-Lille-Comines",,3,,,
OCE1630132,OCESN,"","CAR-Lens-Douai-Libercourt-Lille",,3,,,
OCE1630115,OCESN,"","CAR-Amiens-Boulogne-Calais",,3,,,
OCE180695,OCESN,"","Bus 4733 4734 Toulouse Ax - Foix Tarascon Latour de Carol",,3,,,
OCE180692,OCESN,"","Bus 4737 (TE) Souillac (BLG) (RDZ) St Denis Près Martel (BLG)",,3,,,
OCE180687,OCESN,"","Bus 4709 4711 Toulouse Albi Carmaux Rodez",,3,,,
OCE180698,OCESN,"","Bus 4712 Toulouse Mazamet",,3,,,
OCE180697,OCESN,"","Bus 4713 (TE) Castelsarrasin Agen",,3,,,
OCE180689,OCESN,"","Bus 4710 4707 (Brive) Gramat Figeac Rodez",,3,,,
OCE1866126,OCESN,"","CAR PagnyMoselle ConflansJarny",,3,,,
OCE1814120,OCESN,"","CAR Charmes Epinal",,3,,,
OCE1814121,OCESN,"","CAR Bar Le Duc - Revigny",,3,,,
OCE637146,OCESN,"","Car ST DIE - EPINAL",,3,,,
OCE637136,OCESN,"","Car SARREBOURG - SARREGUEMINES",,3,,,
OCE637111,OCESN,"","Car NANCY - METZ",,3,,,
OCE637181,OCESN,"","Car SARREBOURG - MORHANGE",,3,,,
OCE621078,OCESN,"","Car THIONVILLE - APACH",,3,,,
OCE629078,OCESN,"","Car SARREGUEMINES - BENING",,3,,,
OCE637120,OCESN,"","Car LONGUYON - MONTMEDY",,3,,,
OCE629083,OCESN,"","Car LONGWY - LONGUYON",,3,,,
OCE637174,OCESN,"","Car CREUTZWALD - THIONVILLE",,3,,,
OCE637164,OCESN,"","Car NANCY - NEUFCHATEAU",,3,,,
OCESN-87716696-87144006,OCESN,"","Corcieux Le Conti - Epinal",,3,,,
OCE625077,OCESN,"","Car REMILLY - MORHANGE",,3,,,
OCE625078,OCESN,"","Car SARREBOURG-IGNEY AVRICOURT-LUNEVILLE",,3,,,
OCE2154135,OCESN,"","CAR VITTEL CONTREX NANCY",,3,,,
OCE1469996,OCESN,"","Car CHARMES-MIRECOURT-VITTEL",,3,,,
OCE1469999,OCESN,"","Car CULMONT CHALINDREY-VITTEL",,3,,,
OCE2042131,OCESN,"","Ussel-Bort les Orgues",,3,,,
OCE2042133,OCESN,"","Ussel-Brive",,3,,,
OCE2042132,OCESN,"","Guéret-Montluçon",,3,,,
OCE144650,OCESN,"","ligne routière Béziers Bédarieux",,3,,,
OCE140662,OCESN,"","ligne routière Carcassonne Quillan",,3,,,
OCE140659,OCESN,"","ligne routière Mende Marvejols St chély",,3,,,
OCE140656,OCESN,"","ligne routière Mende Clermont Ferrand",,3,,,
OCE140657,OCESN,"","ligne routière St Chély Millau",,3,,,
OCESN-87775171-87783605,OCESN,"","La Bastide-St-Laurent - Mende",,3,,,
OCE1530067,OCESN,"","Langogne La Bastide Mende",,3,,,
OCESN-87775171-87734350,OCESN,"","La Bastide-St-Laurent - Langogne",,3,,,
OCE140665,OCESN,"","ligne routière Alès Nîmes",,3,,,
OCE1337995,OCESN,"","Dole- Mouchard- Saint Claude",,3,,,
OCE1337996,OCESN,"","Frasne- Vallorbe",,3,,,
OCE1121942,OCESN,"","Pontarlier - Frasne",,3,,,
OCE1337994,OCESN,"","Besançon- Mouchard- Lons Le Saunier",,3,,,
OCE1337993,OCESN,"","Besançon-Le Locle",,3,,,
OCE1121941,OCESN,"","Aillevillers -  Belfort",,3,,,
OCE2266139,OCESN,"","CAR TER REIMS - FISMES",,3,,,
OCE1522080,OCESN,"","BUS TER-CHARLEVILLE-HIRSON",,3,,,
OCE701669,OCESN,"","BUS TER TROYES - NOGENT-SUR-SEINE",,3,,,
OCE2266138,OCESN,"","CAR TER TROYES - ROMILLY",,3,,,
OCE701668,OCESN,"","BUS TER TROYES - LAROCHES-MIGENNES",,3,,,
OCE2266140,OCESN,"","CAR TER CHAUMONT - VILLE SOUS LA FERTE",,3,,,
OCE701667,OCESN,"","BUS TER TROYES - CHAUMONT",,3,,,
OCE2266137,OCESN,"","CAR TER CHAUMONT - LANGRES",,3,,,
OCE1518126,OCESN,"","BUS TER CHALONS EN CHAMPAGNE - VERDUN",,3,,,
OCE701665,OCESN,"","BUS TER SEDAN-LA FERTE SUR CHIERS",,3,,,
OCE817875,OCESN,"","Valençay - Luçay le Male CAR",,3,,,
OCE817873,OCESN,"","Salbris - Valençay",,3,,,
OCE1097895,OCESN,"","Dol-Dinan",,3,,,
OCE1858132,OCESN,"","TER DOL DINAN",,3,,,
OCE1506043,OCESN,"","Lorient-Quimperlé",,3,,,
OCE725915,OCESN,"","Auxerre - Clamecy - Corbigny",,3,,,
OCE869850,OCESN,"","Clamecy - Corbigny",,3,,,
OCE725916,OCESN,"","Auxerre - Avallon",,3,,,
OCE725918,OCESN,"","Seurre - Bourg-en-Bresse",,3,,,
OCE725908,OCESN,"","Digoin - Paray-le-Monial - Lozanne",,3,,,
OCE725907,OCESN,"","Paray-le-Monial - Moulins-sur-Allier",,3,,,
OCE725930,OCESN,"","Nevers - Moulins",,3,,,
OCESN-87694570-87694141,OCESN,"","Autun - Etang",,3,,,
OCE725924,OCESN,"","Etang - Autun",,3,,,
OCE725923,OCESN,"","Nevers - Luzy",,3,,,
OCE1465993,OCESN,"","Cars Aurillac / Figeac",,3,,,
OCESN-87734475-87734426,OCESN,"","Thiers - Vertaizon",,3,,,
OCE572935,OCESN,"","Cars Clermont Fd / St Etienne",,3,,,
OCE420859,OCESN,"","Cars Clermont Fd / Ussel / Mauriac",,3,,,
OCE484866,OCESN,"","Cars Clermont / Le Puy",,3,,,
OCESN-87734004-87734475,OCESN,"","Clermont-Ferrand - Thiers",,3,,,
OCE556927,OCESN,"","Cars Vichy / Ambert",,3,,,
OCE540928,OCESN,"","Cars Montluçon / Gannat / Clermont Fd",,3,,,
OCE532896,OCESN,"","Cars Ambert / Le Puy",,3,,,
OCE484888,OCESN,"","Cars Dunières / Firminy",,3,,,
OCESN-87726687-87726729,OCESN,"","Dunières-Bascule - Firminy",,3,,,
OCE464860,OCESN,"","Cars St Chély / St Flour / Arvant",,3,,,
OCE428859,OCESN,"","Cars Volvic / St Gervais",,3,,,
OCE424860,OCESN,"","Cars St Gervais / St Eloy / Montluçon",,3,,,
OCE456859,OCESN,"","Cars Bort Les Orgues / Neussargues",,3,,,
OCESN-87734509-87734475,OCESN,"","Noirétable - Thiers",,3,,,
OCESN-87734004-87734426,OCESN,"","Clermont-Ferrand - Vertaizon",,3,,,
OCE540929,OCESN,"","Cars Montluçon / Vierzon",,3,,,
OCE1465992,OCESN,"","Cars Moulins / Vichy",,3,,,
OCE1465995,OCESN,"","Cars Arvant / Aurillac",,3,,,
OCESN-87409425-87641423,OCESN,"","Pontgibaud-Ville - Volvic",,3,,,
OCE1465994,OCESN,"","Cars Brive / St Denis Près Martel / Aurillac",,3,,,
OCE468859,OCESN,"","Cars Réguliers St-Dié-Ste Marie aux Mines-Sélestat",,3,,,
OCE596933,OCESN,"","Cars Réguliers Mulhouse-Belfort",,3,,,
OCE616990,OCESN,"","Cars Réguliers Strasbourg - Rothau - Saales",,3,,,
OCE616989,OCESN,"","Cars Réguliers Strasbourg - Barr - Sélestat",,3,,,
OCE600932,OCESN,"","Cars Réguliers Strasbourg-Lauterbourg",,3,,,
OCE468861,OCESN,"","Cars Réguliers Saverne-Hattmatt",,3,,,
OCE468860,OCESN,"","Cars Réguliers Frohmuhl-Saverne",,3,,,
OCE616986,OCESN,"","Cars Réguliers Mulhouse - St Louis - Bâle",,3,,,
OCE472859,OCESN,"","Cars Réguliers Sewen-Cernay",,3,,,
OCE616984,OCESN,"","Cars Réguliers Colmar - Munster - Metzeral",,3,,,
OCE616987,OCESN,"","Cars Réguliers Mulhouse - Kruth",,3,,,
OCE829898,OCESN,"","Cars Réguliers Saverne - Lutzelbourg",,3,,,
OCE600931,OCESN,"","Cars Réguliers Strasbourg - Saverne",,3,,,
OCE616988,OCESN,"","Cars Réguliers Ingwiller - Wimmenau - Lichtenberg",,3,,,
OCE600927,OCESN,"","Cars Réguliers Strasbourg-Sarreguemines",,3,,,
OCE464859,OCESN,"","Cars Réguliers Mommenheim-Bouxwiller",,3,,,
OCE616985,OCESN,"","Cars Réguliers Colmar - Bollwiller - Mulhouse",,3,,,
OCE476859,OCESN,"","Cars Réguliers Strasbourg-Sélestat via Erstein",,3,,,
OCE596931,OCESN,"","Cars Réguliers Haguenau-Obermodern-Saverne",,3,,,
OCE600928,OCESN,"","Cars Réguliers Haguenau - Wissembourg",,3,,,
OCE600930,OCESN,"","Cars Réguliers Strasbourg -Haguenau",,3,,,
OCE600929,OCESN,"","Cars Réguliers Haguenau - Niederbronn - Bitche",,3,,,
OCE1197976,OCESN,"","Toulouse-Hendaye",,2,,,
OCE645663,OCESN,"","Paris-Clermont Fd",,2,,,
OCE1197979,OCESN,"","Paris-Briançon",,2,,,
OCE1197975,OCESN,"","Bordeaux-Marseille",,2,,,
OCESN-87581009-87775007,OCESN,"","Bordeaux-St-Jean - Nîmes",,2,,,
OCESN-87581009-87751008,OCESN,"","Bordeaux-St-Jean - Marseille-St-Charles",,2,,,
OCESN-87751008-87611004,OCESN,"","Marseille-St-Charles - Toulouse-Matabiau",,2,,,
OCE1197974,OCESN,"","Nantes-Lyon",,2,,,
OCE1289990,OCESN,"","Paris-Toulouse-Cerbère/Latour de Carol/Rodez/Albi",,2,,,
OCESN-87785006-87547000,OCESN,"","Cerbère - Paris-Austerlitz",,2,,,
